V1 V2 V3 V4 V5 V6 V7 V8 V9 V10
1 0.286378737541528 0.283841693975296 0.208469876480968 0.211368792538442 0.289316672295396 0.301978384319472 0.262288883287119 0.0836904461809932 0.282455255860852
0.286378737541528 1 0.285271317829457 0.189590254706534 0.191915836101883 0.245957918050941 0.280820663125114 0.242746400885936 0.0732004429678849 0.250166112956811
0.283841693975296 0.285271317829457 1 0.224431411815191 0.225432699184666 0.284588539907689 0.299596995786774 0.268774138177657 0.0949792590473466 0.286368187669861
0.208469876480968 0.189590254706534 0.224431411815191 1 0.962865880297073 0.188224698862997 0.162026012090126 0.308995686999384 0.247436469014712 0.305200341005968
0.211368792538442 0.191915836101883 0.225432699184666 0.962865880297073 1 0.189688168411573 0.163857849422971 0.312384473197782 0.244648318042814 0.306337027564649
0.289316672295396 0.245957918050941 0.284588539907689 0.188224698862997 0.189688168411573 1 0.292269646455395 0.245412585838118 0.0747495215580322 0.258808960936621
0.301978384319472 0.280820663125114 0.299596995786774 0.162026012090126 0.163857849422971 0.292269646455395 1 0.213775416742993 0.0617329181168712 0.224216889540209
0.262288883287119 0.242746400885936 0.268774138177657 0.308995686999384 0.312384473197782 0.245412585838118 0.213775416742993 1 0.179297597042514 0.290707587382779
0.0836904461809932 0.0732004429678849 0.0949792590473466 0.247436469014712 0.244648318042814 0.0747495215580322 0.0617329181168712 0.179297597042514 1 0.172776356919579
0.282455255860852 0.250166112956811 0.286368187669861 0.305200341005968 0.306337027564649 0.258808960936621 0.224216889540209 0.290707587382779 0.172776356919579 1
0.282581295689438 0.250498338870432 0.284222571878129 0.299308437067773 0.302074688796681 0.25892153551728 0.225773951273127 0.296818810511757 0.168188105117566 0.939972337482711
0.258255608772372 0.281506090808416 0.277246653919694 0.205863607393244 0.208540471637986 0.295283125070359 0.30023813885327 0.263479923518164 0.0834926704907585 0.27189292543021
0.301818929195355 0.277463775562635 0.290823142534169 0.182612270064742 0.185284143459048 0.27438084472305 0.275050375526653 0.236049737950879 0.0697770013359367 0.241085191655534
0.260524325686917 0.239645625692137 0.260477757116292 0.302513186472231 0.302823456407074 0.241922773837667 0.210844477010442 0.258163894023413 0.176853862860689 0.276214833759591
0.266448197630451 0.24485049833887 0.265341152910885 0.304741769858049 0.306553911205074 0.245300011257458 0.2148745191427 0.270915131380248 0.172455451525219 0.27564649048025
0.300100831862869 0.291583610188261 0.289944213989415 0.246024961531886 0.249273380064968 0.305527411910391 0.279996336325334 0.29252863737391 0.109933321935374 0.305693280902718
0.292538442147719 0.288150609080842 0.297239307681305 0.264977810650888 0.267011834319527 0.29134301474727 0.271111925261037 0.315273668639053 0.122041420118343 0.302144970414201
0.0719687421225107 0.0629014396456257 0.0816764411386067 0.207757467677218 0.207951070336391 0.0642800855566813 0.0537644257189962 0.155884165126309 0.466101694915254 0.147769252628588
0.268721406212377 0.273421926910299 0.277630628461353 0.198049602696846 0.200096315916205 0.278847236294045 0.293002381388533 0.256561521791476 0.0793402359739948 0.267878641945582
0.281951096546509 0.266666666666667 0.283650407667 0.293016194331984 0.291751012145749 0.273105932680401 0.233559259937718 0.302631578947368 0.146761133603239 0.292763157894737
